x,y
177.04459562284796,2024.7693895974933
160.81674641148334,2127.5457679361357
179.7492371580754,2268.1871277679625
195.97708636944003,2327.6892415429656
223.0235017217144,2384.4867137827423
250.06991707398856,2471.0352429100203
308.3042301293542,2570.3885593056402
351.5784946929932,2586.616408517005
392.1481177214048,2621.776748474961
440.83166535549844,2675.86957917951
486.8105714543649,2746.1902590954232
516.5616283418667,2746.1902590954232
540.9034021589137,2786.759882123835
576.0637421168703,2797.5784482647446
624.7472897509642,2838.148071293156
678.840120455513,2838.148071293156
730.2283096248343,2854.3759205045208
781.6164987941556,2908.4687512090695
1534.1153899328092,2867.7829131146914
1609.8453529191775,2841.818354376508
1666.101896851908,2759.5972517055943
