x,y
1140.6820968261004,847.844426280316
1198.6494564559084,850.2104409590837
1320.4992124124442,869.1385583892252
1369.0025133271815,864.4065290316898
1035.3944436209385,834.8313455470937
1072.0676711418378,840.746382244013
1047.2245170147771,896.3477271950535
991.6231720637365,898.7137418738212
1100.4598472870498,910.5438152676596
1020.0153482089487,969.6941822368516
986.8911427062012,969.6941822368516
944.3028784883829,969.6941822368516
993.9891867425042,1002.8183877395991
1020.0153482089487,1047.772666636185
1095.7278179295145,1087.9949161752356
1049.5905316935446,1101.0079969084577
1027.1133922452518,1208.6616647923875
1232.9566692980397,1123.485136356751
1306.3031243398382,1137.681224429357
1326.4142491093635,1039.4916152604983
1243.6037353524944,1291.4721785492561
1243.6037353524944,1423.9690005602463
1108.7408986627365,1396.759831754418
1164.342243613777,1463.008242759913
1054.32256105108,1481.9363601900545
1020.0153482089487,1510.3285363352666
993.9891867425042,1510.3285363352666
941.9368638096153,1357.7205895547513
901.2414113348111,885.5675728149174
905.0270348208394,851.4969614406629
825.5289416142452,884.6211669434103
761.1733423517644,915.8525607031437
894.6165702342615,974.5297247365822
861.492364731514,1009.546741982344
926.7943698655021,1029.4212652839924
839.7250296868514,1086.205617574417
890.8309467482333,1107.0265467475724
851.0819001449363,1171.3821460100532
772.5302128098492,1153.400434451419
729.9419485920309,1089.9912410604452
745.0844425361441,1038.885323999063
811.3328535416392,1222.4880630714351
900.295005463304,1262.2371096747322
702.8510805201411,961.5757943703294
699.8935621716814,921.6492966661248
720.2412884090835,1128.793881792235
671.0281830907156,1198.8279162837582
628.4399188728974,1193.1494810547158
616.1366425433055,1221.541657199928
582.0660311690508,1258.451486188704
607.6189896997417,1296.3077210489869
655.8856891466025,1248.041021602126
684.2778652918147,1284.0044447193948
717.4020707945623,1225.3272806859563
728.7589412526471,1407.9836138868213
578.2804076830225,1372.0201907695525
449.4334492459816,1090.9589329770974
459.78476346559,1129.4066715070724
422.815784109845,1138.279226552451
449.4334492459816,1185.5995201278047
379.93176805718076,1175.2482059081963
350.53640168817117,1199.8571245820585
348.113602657113,1238.0162093212236
438.3628665640275,1277.386693575918
476.5219513031926,1302.2203836442634
420.1918738310917,1370.664456271655
395.3581837627461,1440.3199284145755
452.89966075037614,1461.5194199363339
523.7665324088257,1489.9873085512666
489.24164621624766,1536.0204901413706
340.8452055639387,1468.1821172717437
290.4207007300417,1346.8907407793974
248.02171768652494,1379.4471027592408
288.1493266384247,1409.732090647467
210.165482826242,1540.7146632640458
241.20759541167394,1526.3292940171384
294.2063242160701,1541.4717879612515
272.249707997106,1583.8707710047684
258.6214634474041,1646.712120872838
359.31904817575656,1621.7270058650513
335.0910578651755,1636.8694998091644
323.7341874070907,1611.8843848013778
421.40327334662055,1570.2425264550666
400.9609065220678,1729.9958375654603
153.80701317799605,1549.6581987497875
146.2357662059394,1614.0137980122686
136.3931451422659,1652.627157569757
148.50714029755636,1715.4685074378267
175.76362939696014,1722.2826297126776
125.79339938138662,1762.4102386645775
136.3931451422659,1826.0087132298527
193.93462212989596,1883.5501902174826
165.92100833328652,1924.4349238665882
115.95077831771312,1879.0074420342487
146.2357662059394,1903.9925570420355
150.77851438917344,1956.2341611492259
115.19365362050746,1966.0767822128994
280.246837611341,1816.1660921661792
237.84785456782413,1741.9678718400246
243.1477274482637,1713.1971333462097
384.1858624496051,1793.357710662859
377.56102134905564,1834.9995690091703
331.187133645209,1888.9447036850734
316.99104557260284,1869.070180383425
358.63290391891405,1904.0871976291864
387.9714859356334,1930.5865620313846
417.3100679523527,1956.1395205620756
354.8472804328858,1960.871549919611
309.4197986005463,1951.4074912045403
256.42106979615016,1926.8009385453563
241.27857585203708,1979.7996673497523
193.01187640517628,2044.1552666122334
144.7451769583156,2027.119960925106
142.85236521530146,2065.922601656896
168.4053237459924,2090.5291543160797
151.37001805886507,2125.5461715618417
183.5478176901056,2241.0076878857044
244.11779346655828,2225.8651939415913
351.0616569468575,2254.2573700868033
357.686498047407,2286.435169718044
379.4538330920698,2256.1501818298175
376.61461547754857,2203.1514530254217
357.686498047407,2146.367100734997
336.8655688742514,2119.8677363327993
368.09696263398473,2084.8507190870373
278.18840484081284,2077.2794721149808
308.47339272903923,2076.3330662434737
216.6720231928531,2092.421966059094
276.2955930977987,2331.862651550383
319.83026318712405,2345.1123337514823
256.42106979615016,2383.914974483272
316.99104557260284,2458.681038332331
361.47212153343526,2433.12807980164
438.1309971255082,2411.360744756977
443.8094323545506,2499.376490807135
422.0420973098878,2567.517713555645
446.6486499690717,2618.6236306170267
502.48659638798904,2588.3386427288006
600.9128070247247,2538.1791315389255
624.5729538124015,2509.7869553937135
554.538919320878,2356.4692042095676
614.1624892258236,2406.6287153994426
671.8932473877551,2405.6823095279356
551.6997017063568,2204.0978588969288
584.8239072091044,2288.3279814610582
626.4657655554156,2250.4717466007755
498.70097290196077,2224.9187880700847
511.9506551030597,2195.580206053365
458.9519262986637,2147.3135066065042
661.4827828011773,2616.7308188740126
573.4670367510192,2707.585782538692
632.1442007844579,2714.210623639242
670.9468415162479,2696.228912080607
722.0527585776298,2616.730818874013
700.2854235329671,2781.4054405162437
747.6057171083208,2804.119181432414
958.654226454398,2454.8954148463035
1048.5627842475699,2448.270573745754
1019.2242022308506,2605.373948415928
1104.400730666487,2669.729547678409
942.5653266387777,2663.1047065778594
907.548309393016,2687.7112592370436
913.2267446220584,2750.17404675651
880.1025391193109,2804.1191814324134
919.851585722608,2814.529646018991
970.0110969124828,2822.1008929910477
1016.3849846163293,2804.1191814324134
1030.5810726889354,2872.2604041809227
1151.4844227739638,2870.367592437908
1237.6073570811075,2790.869499231314
1283.034838913447,2792.762310974328
1328.4623207457867,2849.5466632647526
1296.284521114546,2673.515171164437
1329.4087266172937,2616.7308188740126
1371.9969908351118,2598.7491073153783
1206.375963321374,2511.6797671367276
1154.323640388485,2384.8613803547796
1442.9774311981423,2783.298252259258
1477.048042572397,2808.8512107899487
1495.9761600025386,2620.5164423600413
1585.8847177957105,2715.1570295107485
1474.2088249578758,2427.4496445725986
1679.5788990749106,2711.3714060247216
1780.8443273261673,2512.6261730082365
1863.1816381472827,2551.4288137400267
1892.5202201640018,2518.3046082372794
1818.70056218645,2422.717615215065
1730.6848161362925,2420.824803472051
1684.310928432446,2350.7907689805274
1718.3815398067004,2332.809057421893
1673.9004638458682,2301.5776636621595
1790.308386041238,2276.9711110029757
1807.3436917283652,2363.0940453101193
1924.698019795242,2328.0770280643574
1966.8722314442757,2397.9927618219426
2040.2186864860737,2295.071123295548
2057.9637965768316,2241.8357930232755
1991.7153855713364,2214.626624217447
2007.0944809833263,2168.4893379814775
2078.3588431078088,2197.4493576495943
2116.972202665297,2125.522511415057
2044.2882317335539,2092.209024738008
1967.8186373157826,2133.8508830843193
1926.933903666677,2127.793885506674
1889.8347935035997,2116.437015048589
1871.6638007706638,2181.5497390082755
1955.7046421604919,2066.4667850330156
1995.832251112392,2027.853425475527
2101.0725840239784,2042.2387947224347
