x,y
1838.0771852749588,700.2414303617907
1838.0771852749588,823.9912754265881
1774.6157262673703,906.4911721364529
1771.442653316991,963.6064852432823
1834.9041123245795,1030.2410172012503
1971.3462491908942,919.1834639379706
1895.1924983817883,1125.4332057126328
2022.1154163969652,1157.163935216427
2041.1538540992417,1268.2214884797067
2063.3653647518977,1331.682947487295
2117.3076049083475,1455.4327925520925
1904.7117172329265,1572.836491716131
1622.3082246491583,1315.817582735398
1625.4812975995376,1760.0477957885166
1241.539470603628,1322.1637286361567
2585.9070182203805,1725.6516850064036
2598.0916183498375,793.5297751029452
2784.9221536681775,992.5449105507425
