x,y
1046.1889523625896,1227.4910779358509
995.3566057484404,1273.702302130532
1196.3754309953038,1234.422761565053
1438.9843580173806,1206.696027048244
1224.1021655121126,1303.7395978570748
1316.5246139014753,1312.9818426960112
1219.4810430926445,1416.957097134044
1050.8100747820577,1396.1620462464373
1006.9094117971108,1456.236637699523
928.3503306661523,1368.4353117296287
842.859565905992,1386.9198014075012
898.3130349396097,1507.0689843136724
741.1948726776932,1414.6465359243098
602.5612000936494,1382.298678988033
865.9651780033328,1597.1808714933009
1030.0150238944511,1562.52245334729
1138.6114007519523,1675.7399526242589
990.7354833289724,1724.2617380286742
972.2509936510996,1673.4293914145248
967.6298712316316,1775.0940846428236
854.4123719546624,1802.8208191596323
688.0519648538097,1715.0194931897381
660.3252303370011,1872.1376554516542
1041.5678299431215,1929.9016856950059
1092.4001765572712,1973.802348679953
1173.2698188979634,1881.3799002905905
1330.3879811598795,2285.7281119940517
1413.568184710306,2264.933061106445
484.16804370687623,1453.74123159301
550.7122065472174,1474.4438600322273
413.1876033438459,1511.4128393879723
274.1842409662445,1629.7135733263565
352.558477200424,1665.2037935078718
388.0486973819393,1719.9178829543744
595.0749817741114,1722.8754013028338
537.4033739791491,1782.025768272026
593.5962225998817,1827.8673026731499
374.739864813871,1787.940804968945
308.19570197353005,1829.3460618473796
195.81000473206518,1838.2186168927583
215.03387399705252,1759.844380658579
172.14985794438826,1952.083073308453
528.5308189337704,2289.2401650328475
600.9900184710307,2290.718924207077
626.1289244329373,2463.733747591964
850.900318915867,2747.6555090440856
938.1471101954255,2642.6636076737695
682.3217730536699,2895.5314264670656
734.0783441517128,2932.5004058228105
880.4755024004633,2965.0331076558664
1044.6177707399706,2740.261713172936
1140.737117064908,2719.559084733719
1216.1538349506277,2692.9414195975824
1310.794422101335,2657.4511994160675
1298.9643487074964,2868.913761330929
1384.7323808128249,2935.45792417127
1573.5052316480987,2325.9607590585438
1612.784772213578,2760.346266488548
1779.1451793144306,2307.4762693806715
1619.7164558427803,2032.519485422318
1767.5923732657602,1690.5564263816764
1647.8868181118576,1286.4669975337056
1743.7104126019487,1505.3233553197165
1716.5012437961204,1452.0880250474434
1741.344397923181,1355.0814232179687
596.0373305179663,1266.0578103681241
834.1175575689643,1166.9809456947276
1140.0011361914865,1312.6445097850185
