x,y
1814.1075806695956,1426.20656247676
1897.2877842200219,1540.8103984795694
1960.1350491247883,1605.5061123521232
2072.8904361598106,1912.3486410048067
2024.8307629973422,1943.7722734571898
1838.13741725083,1943.7722734571898
1865.8641517676385,1834.7137843577423
1745.7149688614672,1744.139784936167
1601.5359493740616,1633.232846868932
1695.8068467312114,1557.4464391896547
1564.5669700183166,1522.3259088016969
1642.201826665381,1376.298440346504
1749.4118667970417,1697.9285607414856
1895.4393352522345,2021.4071301042545
1804.8653358306592,2062.0730073955738
1937.9536615113414,2095.3450888157445
1575.6576638250401,2045.4369666854886
1496.1743582101883,2453.944188566471
1522.0526437592098,2563.002677665919
1605.232847309636,2563.002677665919
1388.9643180785274,1121.212482791864
1433.3270933054214,1226.574073955737
1346.4499918194206,1294.9666857638654
1464.7507257578045,1379.9953382820788
1499.8712561457623,1420.6612155733983
1409.2972567241873,1415.1158686700367
1285.4511758824415,1320.8449713128869
1226.3008089132495,1487.2053784137395
1161.6050950406957,1511.2352149949736
1261.421339301207,1623.990602029996
1168.9988909118447,1805.1386008731465
1300.2387676247395,2021.4071301042547
1355.6922366583567,2069.466803266723
1078.4248914902691,1916.0455389403814
1067.3341976835459,1989.9834976518714
1069.182646651333,2078.7090481056593
858.4594643235863,1121.2124827918642
786.3699545798835,1213.6349311812269
627.4033433501799,1335.6325630551853
939.7912189062253,1304.208930602802
743.8556283207766,1616.5968061588474
839.9749746457138,1651.717336546805
932.3974230350763,1651.717336546805
960.1241575518851,2032.4978239109785
849.21721948465,2080.557497073447
695.7959551583082,2006.619538361957
599.6766088333712,2017.7102321686805
462.89138521711493,1346.7232568619086
634.797139221329,1775.5634173885505
296.53097811626253,1592.5669695776128
235.5321621792832,1744.1397849361672
231.83526424370893,1984.4381507485095
242.9259580504322,2078.7090481056593
302.07632501962416,2152.6470068171493
313.1670188263479,2217.342720689703
322.409263665284,2367.06708708047
786.3699545798836,2272.7961897233204
743.8556283207768,2465.0348823731943
435.16465070030586,2574.093371472642
529.4355480574557,2675.758064700941
621.8579964468181,2745.9991254768565
886.1861988403948,2431.762800953024
967.5179534230338,2505.700759664514
889.8830967759693,2670.212717797579
921.3067292283527,2328.249658756938
1176.3926867829932,2407.73296437179
1242.9368496233342,2533.427494181323
1359.389134593931,2502.0038617289392
1357.5406856261438,2745.9991254768565
1076.5764425224816,2910.5110836099216
1006.3353817465662,2642.4859832807706
1069.1826466513326,2625.849942570685
1167.150441944057,2928.9955732877943
1588.5968065995498,2747.8475744446437
1693.9583977634231,2670.2127177975794
1723.5335812480191,2697.9394523143883
1913.9238249301059,2433.611249920811
1984.1648857060216,2350.431046370385
2034.0730078362774,2254.311700045448
1544.2340313726559,1832.8653353899551
1586.7483576317625,1834.7137843577425
1562.7185210505284,1879.0765595846365
1534.9917865337195,1906.803294101445
1557.1731741471665,1927.136232747105
1605.232847309635,1995.5288445552333
1577.5061127928263,1953.0145182961264
1747.5634178292532,2087.9512929445955
